arg-id,comment-id,argument
A25_2,25,写真撮影用の法被や大漁旗がある
A25_3,25,次回は宿泊したい
A26_0,26,夕食が地元のものでボリュームが最高
A26_1,26,飲み物が手軽な値段
A26_2,26,露天風呂が少し狭い
A26_3,26,部屋に冷蔵庫があるのは助かる
A27_0,27,日帰り温泉を480円で利用
A27_1,27,内風呂2つ、外湯1つ
A27_2,27,外湯が狭く、お湯が汚れていて透明感がない
A27_3,27,外湯に2回浸かるのを断念した
A28_0,28,海沿いの高台に立つ眺めの良いホテル
A28_1,28,玄関で靴を脱ぐので旅館的な寛ぎがある
A28_2,28,朝食は昆布やわかめなど海藻類が豊富で三陸らしいメニュー
A28_3,28,手作りが多く優しい味
A28_4,28,フェイスタオルは標準で備え置きがない
A29_0,29,日帰りで年間4から5回来ていたが、今回初めて泊まった
A29_1,29,温泉はぬるま湯が好きで15分位ゆっくり入れる
A29_2,29,客室の眺めは最高だが、4人で泊まるには狭い
A29_3,29,夕飯の量と質は問題ないが、ワカメだけの茶碗蒸しにもう一つ具材が欲しい
A29_4,29,朝ごはんの卵焼きは手作りで嬉しいが、コーヒーに行列ができる
A29_5,29,敷き布団で身体が痛くなった
A29_6,29,従業員は若くて挨拶が元気
A29_7,29,朝出発のときに大漁旗で見送ってくれる
A30_0,30,海の幸を中心とした夕食が最高に美味しかった
A30_1,30,料理はかなりのボリュームがあるが、好きな物から食べれるだけ食べてくださいと案内があった
A30_2,30,宿はややコンパクトだが清潔感がある
A30_3,30,風呂や部屋からの景色が抜群
A30_4,30,接客が親切で安心感があった
A30_5,30,職場の同期との温泉旅行が思い出深いものになった
A31_0,31,朝日が最高
A31_1,31,露天風呂から見る月がとても綺麗
A31_2,31,早起きできるなら朝日をぜひ見てほしい
A31_3,31,料理が最高
A31_4,31,ワカメが最高
A32_0,32,いろんな旅館を利用した中で、食事が一番美味しい
A32_1,32,刺身、煮物、焼物、魚介類が素晴らしい
A32_2,32,ホヤが美味しい
A32_3,32,わかめのしゃぶしゃぶが絶品
A32_4,32,朝食の鍋焼が最高
A33_0,33,部屋が暑くて臭い
A33_1,33,設備がしょぼい
A33_2,33,料理が広告と違う
A33_3,33,宿泊費用が高い
A33_4,33,大船渡にはもう立ち寄らない
A34_0,34,スタッフのサービスが良い
A34_1,34,部屋からの景色が良い
A34_2,34,朝食がちょっと甘めで申し分ない
A34_3,34,部屋が簡易宿泊所のようで残念
A34_4,34,布団は羽毛にしてほしかった
A35_0,35,三陸自動車道大船渡碁石海岸インターチェンジから至近で便利
A35_1,35,周辺の観光地は碁石海岸や道の駅高田松原、気仙沼・釜石・宮古方面
A35_2,35,宿は大船渡の湾口を望む高台にあり、浴室からの眺望が良い
A35_3,35,山側の部屋はリーズナブルに利用できる
A35_4,35,部屋はシンプルで必要な機能が揃っており、手入れも行き届いている
A35_5,35,夕食は海産物が抜群で、マグロのカマ煮込みが絶品
A35_6,35,朝食も海産物中心で小鉢の数が多く、見た目も華やか
A35_7,35,部屋・風呂・部屋を総合してコスパ抜群でリピートしたくなる
A36_0,36,料理がすごい
A36_1,36,地元の魚介を中心に美味しい料理がどんどん出てくる
A36_2,36,名物のカジキマグロの煮付けがトロトロで美味しい
A36_3,36,おかわりし放題
A36_4,36,お風呂の景色が良い
A36_5,36,サウナはない
A37_0,37,海沿いの天然温泉
A37_1,37,漁師飯がいただける宿
A37_2,37,海側の部屋からの眺めが最高
A37_3,37,夜通しお風呂に入れる
A37_4,37,露天風呂から日の出が見られる
A37_5,37,料理はボリュームがあり、手作りで美味しい
A37_6,37,メカジキのカマの煮付けが特に美味しい
A37_7,37,朝食にご当地の焼き菓子『なべやき』がある
A37_8,37,佐々木朗希さんオススメの酢のドリンクが飲める
A37_9,37,お風呂場のアメニティが豊富
A37_10,37,お湯も料理も良い宿
A38_0,38,絶景が見える温泉
A38_1,38,ロビーからの景色が美しい
A38_2,38,露天風呂からの景色も美しい
A38_3,38,ご飯が美味しい
A38_4,38,おかずの量が多く、食べきれないこともある
A38_5,38,食べる量に自信がない方はご飯を無しにすることを推奨
A39_0,39,岩手県の海沿いにある天然温泉
A39_1,39,海を眺めながらゆったり温泉に浸かれる
A40_0,40,雰囲気の割にはリーズナブルで館内も落ち着いている
A40_1,40,朝食付きプランと夕食付きプランの差額が大きい
A40_2,40,リーズナブルな夕食付きプランがあると便利
A40_3,40,夕食のために大船渡まで外出するのは不便
A41_0,41,オーナーが漁師で、美味しくボリューム満点の料理を提供
A41_1,41,スタッフが親切で丁寧な応対をしてくれる
A41_2,41,滞在中に不安を感じさせない
A42_0,42,到着時に笑顔で元気よく迎えてくれる
A42_1,42,スタッフが感じが良く丁寧
A42_2,42,5階の海側の部屋はシンプルで眺望が素晴らしい
A42_3,42,最初からお布団が敷かれている方が気楽
A42_4,42,手作りの料理がほとんどで全て美味しい
A42_5,42,一人利用で2万円以下でこの料理はすごい
A42_6,42,ワカメの茶碗蒸しと自家製ツナが美味しかった
A42_7,42,マグロの兜煮も美味しいが、お腹一杯になった
A42_8,42,お夕食に出るワカメ煎餅を買って帰った
A43_0,43,冷鉱泉の沸かし湯で480円は良心的価格
A43_1,43,浴室がきれいで洗い場がたくさんある
A43_2,43,ぬる湯があるのが嬉しい
A44_0,44,何度も泊まっている
A44_1,44,山側の部屋を予約しても、空きがあれば海側に変更してくれる
A44_2,44,風呂付きの部屋は海側に風呂があり最高
A44_3,44,恋人と行くのがオススメ
A44_4,44,料理の量が多く、海の幸満載で満足
A44_5,44,朝食も豪華
A44_6,44,海がどこでも一望できる
A45_0,45,初めて訪れた
A45_1,45,露天風呂から見る大船渡湾が美しい
A45_2,45,更衣室が広くて便利
A45_3,45,今度は宿泊もしたい
A45_4,45,入浴料金が大人480円、中人170円、小人80円でお得
A45_5,45,タオル販売価格は200円、レンタルバスタオルは300円、浴衣＆バスタオルセットは600円
A46_0,46,日帰り温泉を利用
A46_1,46,フロントのスタッフが親切
A46_2,46,大船渡湾が一望できて絶景
A47_0,47,この値段で料理とサービスがとても良かった
A47_1,47,気持ちがほっこりする素朴なおもてなし
A47_2,47,いつまでも続けて欲しい
A48_0,48,温泉が広く、内風呂はぬるめと熱めの2ヶ所、露天風呂も十分な広さと温度で海を一望できる
A48_1,48,シャワーで流しただけで髪がサラサラになった
A48_2,48,露天風呂に虫が浮いていることがあり、虫をとる網があると良い
A48_3,48,女性の脱衣室の清掃が不十分で不快だった
A48_4,48,従業員の接客が素晴らしく、笑顔で丁寧な対応
A48_5,48,夜ご飯は海鮮づくしで量が多い
A48_6,48,子供用のご飯は幼児用と大人に近いもので選べるが、低学年の子供には幼児用が良い
A48_7,48,子供用浴衣は申告しないともらえない
A48_8,48,部屋は和室のビジネスホテルレベルで音が聞こえやすいが清潔感はある
A48_9,48,ロビーのフリードリンクコーナーの椿茶が美味しかった
A49_0,49,子供たちの行事で食事付きの日帰り温泉旅行を体験
A49_1,49,大船渡の魚市場に近く、新鮮な海鮮料理に大満足
A49_2,49,幼児、低学年食にも大きなホタテのバター焼きと茶碗蒸しが付いていた
A49_3,49,3日間煮込んだマグロのかまの大きさとトロトロ感に驚いた
A49_4,49,塩分を含んだ温泉でぬるめのお湯でも充分に温まる
A49_5,49,露天風呂から海と西陽を眺めながら入れる
A50_0,50,建物や調度、接客はあか抜けないが、田舎っぽい感じが心地よい
A50_1,50,5階のオーシャンビューの客室の眺めが最高
A50_2,50,夕食のホヤが美味しかった
A50_3,50,サンマが太かった
A50_4,50,箸休めや漬物、デザートまで手がかかっていた
A50_5,50,朝食も素晴らしい
A50_6,50,見た目より中身で勝負している宿
A51_0,51,朝食付きプランを利用
A51_1,51,お風呂やロビー、屋上、駐車場から絶景が見える
A51_2,51,駐車場横に絶景を見ながら利用できる足湯がある
A51_3,51,館内は清潔感があり新しいホテルのよう
A51_4,51,スタッフがハキハキと話してくれる
A51_5,51,部屋はこぢんまりとしているが必要なものは揃っている
A51_6,51,朝食は和食で、見た目も味もお値段以上
A51_7,51,大船渡周辺に訪れる際にはまた利用したい
A52_0,52,料理は新鮮な魚介類で美味しいが、量が多く飽きた
A52_1,52,シーフードが苦手な人や子供には向かない
A52_2,52,部屋にテラス、内風呂、金庫がない
A52_3,52,ポットは2杯分しか沸かせず、すぐに沸かない
A52_4,52,茶道具が雑に置かれていて不衛生に感じた
A52_5,52,布団が綿のせんべい布団で寝にくかった
A52_6,52,ドライヤーはあるがブラシがなかった
A52_7,52,もう泊まらない
A52_8,52,鍋焼きは懐かしく美味しかった
A53_0,53,旅行支援や大船渡割で二人で7000円くらいだった
A53_1,53,喫煙ができる部屋があったが、禁煙になってしまったのが残念
A53_2,53,温泉の洗い場が多く、余裕で使える
A53_3,53,露天風呂が狭く、誰かいると行きづらい
A53_4,53,夜の料理にわかめが多く、胃もたれした
A54_0,54,大船渡湾を望む絶好のロケーションでオススメ
A54_1,54,山側の部屋からの眺望は良くなかったが、海側なら見事な湾を見渡せる
A54_2,54,日の入、日の出が期待できる
A54_3,54,屋上からの星空が圧巻
A54_4,54,朝食は定食風で、特産のなべやきが素朴で旨い
A54_5,54,温泉は平均的だが、露天風呂からの湾の眺めが最高
A55_0,55,ナトリウムカルシウム塩化物泉の温泉
A55_1,55,眺めが良い
A55_2,55,料理が美味しい
A56_0,56,日帰り温泉を利用
A56_1,56,BRTのバス停から徒歩数分
A56_2,56,館内からの景色が最高
A56_3,56,ランチのレストランがなく、アイスクリームで我慢したのが唯一の欠点
A57_0,57,日帰り入浴だけの利用だったが、帰るのが寂しかった
A57_1,57,今度は絶対泊まりに行きたい
A58_0,58,日帰り訪問
A58_1,58,お風呂が3つあり、温泉がとても良い
A58_2,58,露天風呂でカモメの鳴き声が癒される
A58_3,58,入浴料がお手頃
A58_4,58,食事処が無かったのが残念
A59_0,59,夜遅くの訪問でも笑顔で迎えてくれた
A59_1,59,部屋を海側にグレードアップしてくれた
A59_2,59,景色がとてもきれい
A59_3,59,コインランドリーがあり洗濯できて助かった
A59_4,59,温泉の泉質が身体に合っていてぐっすり眠れた
A59_5,59,岩手観光の起点にできる良いホテル
A59_6,59,ホテルの売店で売っている海藻スナックが美味しい
A60_0,60,大船渡湾を一望できるロケーション
A60_1,60,夕食は三陸の海の幸が豊富
A61_0,61,5月にウニが美味しい季節
A61_1,61,10月に宿泊し、朝日が水平線に近づくのを見た
A61_2,61,11月下旬には水平線から朝日が昇るのが見える
A61_3,61,9月に宿泊し、さんまを美味しくいただいた
A61_4,61,足湯を楽しんだ
A62_0,62,日帰り湯とホテルが一体化された大型の施設
A62_1,62,漁師めしがうまい宿と言われているが、大型ホテルのようで驚いた
A62_2,62,フロント先のラウンジで宿泊者はコーヒーがフリーで飲める
A62_3,62,キレイな和室の部屋は10畳で、布団が敷かれていた
A62_4,62,カードキーが2枚あり助かった
A62_5,62,大船渡温泉公式アプリを登録したら、お刺し身わかめ300グラムをいただいた
A63_0,63,最寄のインターチェンジからアクセスしやすい立地
A63_1,63,館内は静かに過ごせる
A63_2,63,地場の新鮮な魚貝を使った夕食と朝食はボリューム満点
A63_3,63,館内は新しく清潔で清掃が行き届いている
A63_4,63,スタッフの対応が迅速で親切
A63_5,63,宿泊者以外も利用できる足湯がある
A63_6,63,夕食時のトラブルに対する支配人の誠実な対応
A63_7,63,街と宿に対する誇りと情熱を感じた
A63_8,63,魚料理が好きな人におすすめ
A63_9,63,震災からの復興の一助になると感じた
A63_10,63,良い思い出になった
A64_0,64,日の出を眺められる絶景温泉
A64_1,64,漁師めしが新鮮で美味しい
A64_2,64,料理が多いのでご飯のおかわりとビールは控えめに
A64_3,64,特に鮑の焼き物と刺し身が美味しかった
A65_0,65,部屋からの景色が最高（晴れていれば）
A65_1,65,フロントにコーヒーサービスがある
A65_2,65,椿茶の冷たいのが美味しかった
A65_3,65,温泉はさっぱりしたお湯で、少し熱かった
A65_4,65,食事は何を食べても美味しかった
A65_5,65,従業員が明るくて面白い
A65_6,65,かぶと煮の汁をご飯にかけて食べたい
A65_7,65,朝ごはんも美味しかった
A65_8,65,郷土料理のなべやきのレシピをもらった
A65_9,65,大船渡の魚を楽しめた
A65_10,65,部屋にお風呂があり、海も見える
A65_11,65,椿茶とわかめスナックがおすすめ
A66_0,66,震災前に何度も訪れた三陸
A66_1,66,絶景に感嘆
A66_2,66,部屋、屋上、足湯から絶景が見える
A66_3,66,漁師飯コースのマグロのカマはコラーゲンの塊でおかわりするほど美味しい
A66_4,66,サンマの塩焼きは期待外れでボソボソ感があった
A66_5,66,朝食はお膳立てで気遣いが感じられる
A66_6,66,郷土食のなべやきが初体験でお土産に数個もらった
A66_7,66,スタッフが親切で接客のプロ
A66_8,66,露天風呂のゴミが気になったが、野外では致し方ない
A67_0,67,日帰り温泉をいつも利用している
A67_1,67,案内の方が親切で気持ちの良い対応
A67_2,67,ホテルが綺麗で大好き
A67_3,67,お風呂が清潔で海の見える露天風呂が最高
A67_4,67,内湯のぬるいお風呂が気に入っている
A67_5,67,洗い場での場所取りが多く、困っている
A67_6,67,持ち物で場所取りしないよう注意喚起を希望
A67_7,67,持ち物を置けるラックの設置を希望
A68_0,68,評判通りの良い宿
A68_1,68,料理のクオリティーが高く種類も多い
A68_2,68,漁師飯の食べ方が指南されたプリントがある
A68_3,68,朝食は丁度良かった
A68_4,68,トータルで考えるとお買い得
A68_5,68,リピート決定
A69_0,69,三陸海岸に初めて旅行した
A69_1,69,料理が美味しく、ボリュームが凄い
A69_2,69,海藻スナックが後引く美味しさ
A69_3,69,少量美味プランがあると嬉しい
A69_4,69,温泉が良く温まる
A69_5,69,部屋の窓からの景色が絶景
A69_6,69,また三陸地方に行く際には選びたい宿
A70_0,70,"大船渡の中心市街地から車で7,8分"
A70_1,70,家族・友人とゆっくりしたい方におすすめ
A70_2,70,1階の大広間、露天風呂、屋上から見える海に広がる朝日と朝の景色が絶景
A71_0,71,日帰りで利用
A71_1,71,海が見えるお風呂が気持ち良かった
A72_0,72,ご飯がとても美味しかった
A72_1,72,マグロ兜煮が最高のご馳走
A72_2,72,オーシャンビューの部屋とラウンジからの眺めが最高
A72_3,72,宿泊者限定のプライベートビーチが楽しめた
A72_4,72,ビーチコーミングを楽しんだ
A72_5,72,人工の温泉の滝が面白い演出
A72_6,72,足湯があるようだが次回入りたい
A73_0,73,5階の最上階オーシャンビュー8畳和室に泊まったが、大人3人だと少し狭く感じた
A73_1,73,3階や4階でも大船渡湾の景色に差はほとんどない
A73_2,73,2方向に窓があるオーシャンビューの10畳和室の角部屋が狙い目
A73_3,73,夕食は食べきれない程の魚尽くし
A73_4,73,温泉は24時間入浴可能
A74_0,74,全国割でお得に宿泊
A74_1,74,外観と内観が綺麗な温泉宿
A74_2,74,食事は厳選された海鮮物で量が多く大満足
A74_3,74,部屋はオーシャンフロントで絶景
A74_4,74,露天風呂からの景色が素晴らしい
A74_5,74,スタッフが丁寧で優しい
A74_6,74,温泉宿、ホテル総選挙2021の絶景部門で1位
A74_7,74,また次回も利用したい
A75_0,75,晩ごはんも朝ごはんもとても美味しい
A75_1,75,晩ごはんはメイン料理がたくさんで大満足
A75_2,75,お肉がひとつもないのが良かった
A75_3,75,海側の部屋から綺麗な海を眺められリラックスできた
A75_4,75,温泉の内風呂と露天風呂から海を見渡せて最高
A75_5,75,また行きたい宿のひとつ
A76_0,76,屋上から見る日の出がとても綺麗で早起きする価値がある
A76_1,76,温泉の露天風呂がオーシャンビューで開放的
A76_2,76,朝食会場で子どもへの配慮がされている
A77_0,77,温泉は普通
A77_1,77,室内からイカ釣り漁船が見える
A77_2,77,のんびり過ごすには良い
A77_3,77,街場から離れていて娯楽施設がない
A77_4,77,夜遊びしたい方や子供には物足りないかもしれない
A78_0,78,フロントの正面の大きな窓からの景色が最高
A78_1,78,露天風呂からの景色も絶景
A79_0,79,2024年2月の休日前に宿泊
A79_1,79,隣室の子供連れファミリーが騒がしくてゆっくりできなかった
A79_2,79,家族構成での部屋割りを考慮してほしい
A79_3,79,食事時の接客が良かった
A80_0,80,大船渡温泉からの眺望が良い
A80_1,80,温泉の湯温が適温で気持ちよかった
A80_2,80,料理はボリュームがあり、お刺身や海藻類が多い
A80_3,80,7月に泊まり、ウニが美味しかった
A80_4,80,温泉名物のマグロのかぶと煮が甘辛くてご飯が進む
A80_5,80,お土産屋さんで売っている海藻スナックが美味しい
A80_6,80,大船渡温泉が海藻スナックの製造者
A81_0,81,素晴らしい眺めで、割増料金を払って海側の部屋を取ってよかった
A81_1,81,日の出に合わせて朝4:30に家族で起きた
A81_2,81,大浴場が海側に面していて、朝風呂が最高に気持ちよかった
A81_3,81,子供に対する配慮が感じられなかった
A81_4,81,チェックイン時に子供用の浴衣が渡されなかった
A81_5,81,子供の食事がファミレスのお子様ランチレベルでがっかり
A81_6,81,子供への配慮があればまた行きたい
A82_0,82,オーシャンビューの部屋でビューが最高
A82_1,82,プライベートビーチがあり静か
A82_2,82,海鮮料理がイチオシで品数が多い
A82_3,82,スタッフが気さくで親しみがある
A82_4,82,星5つで良い
A82_5,82,また来たいと思うホテル
A83_0,83,客室は狭かった
A83_1,83,大浴場には内湯が2つあり、ひとつは温め設定でぬるい
A83_2,83,露天風呂から海が見える
A83_3,83,プライベートビーチがある
A83_4,83,足湯がある
A84_0,84,露天風呂から日の出が見られる
A84_1,84,部屋は海側で波の音とうみねこの鳴き声が聞こえる
A84_2,84,非日常の景色に癒された
A84_3,84,露天風呂、内湯、エントランス、屋上がある
A84_4,84,夕食と朝食が大船渡ならではの料理で大満足
A84_5,84,部屋が綺麗でスタッフが気持ちいい方々
A84_6,84,次はゆっくり連泊したい
A85_0,85,碁石海岸でキャンプ後に日帰り温泉を利用
A85_1,85,大船渡温泉はオススメされていた
A85_2,85,入浴しながら見える海は漁港のようだった
A85_3,85,施設はそこまで清潔感がない
A85_4,85,スタッフの対応がややぶっきらぼうに感じた
A85_5,85,宿泊しなくても良いと感じた
A86_0,86,ウニを食べたくて訪れた
A86_1,86,新鮮なお魚や貝類をお腹いっぱい頂いた
A86_2,86,ご飯も美味しい
A86_3,86,部屋が狭く、壁が薄くて音が響く
A86_4,86,利用者のモラルが少し酷かった
A86_5,86,スタッフが大切にしてくれた
A87_0,87,海側の部屋で快晴の中、お茶菓子でくつろげた
A87_1,87,ドリンクサービスが好感度高い
A87_2,87,わかめのしゃぶしゃぶがインパクト強く、他の料理の印象が薄れた
A88_0,88,大船渡の見晴らしの良い海沿いに建つ温泉施設
A88_1,88,景色、料理、温泉が素晴らしい
A88_2,88,温泉は日帰り入浴も可能（大人450円）
A88_3,88,内湯は2つあり、1つはぬるめ
A88_4,88,泉質はナトリウム塩化物泉で無色透明
A88_5,88,露天風呂から静かな海を見ながら浸かれる
A88_6,88,サウナはなし
A88_7,88,朝食は地域の食材を使った美味しい料理
A88_8,88,ツナサラダ、マグロの山かけ、焼き魚が特に美味しい
A88_9,88,なべやきや杏仁豆腐もおすすめ
A88_10,88,ホテル近くにBRTの駅があり、夕食は大船渡駅付近で取れる
A88_11,88,BRTは平日1時間に2本、休日1本運行
A88_12,88,夜9時以降は便がないのでタクシーが必要
A88_13,88,徒歩では約4km、1時間ほどかかる
A89_0,89,BRTが迂回運転で降り口が遠くなったが、送迎してくれた
A89_1,89,早めに出発したい旨を伝えると、朝食時間を早めて対応してくれた
A89_2,89,朝食がボリュームがあり美味しい
A89_3,89,お風呂も長い時間入れる
A89_4,89,短い滞在時間でもとても満足
A90_0,90,山側の部屋は眺望がない
A90_1,90,布団2枚でほぼスペースがなくなる部屋サイズ
A90_2,90,隣の部屋の音が筒抜け
A90_3,90,漁師めしはほぼ魚介料理で新鮮だが飽きてしまった
A90_4,90,屋上からの眺望は良かった
A91_0,91,三陸鉄道を利用しウニを目当てに訪れた
A91_1,91,駅からすぐ
A91_2,91,眺めが良い温泉
A91_3,91,たっぷりの海の幸が楽しめる
A91_4,91,素材が良いのでシンプルな調理法でも美味しい
A91_5,91,プランのウニがもう少し多いと嬉しい
A91_6,91,お土産のワカメが美味しい
A91_7,91,また電車を乗り継いで行きたい
A92_0,92,夕食は素材の味を楽しむ味付けで美味しい
A92_1,92,ワカメと昆布の美味しさに驚いた
A92_2,92,朝食の玉子焼きと秋刀魚の味醂干しが美味しい
A92_3,92,サラダのワカメも美味しい
